Object ID,Name,Centroid X µm,Centroid Y µm,Cell: CD15 (Opal 620) mean,Cell: H3Cit (Opal 690) mean,Cell: DAPI (DAPI) mean,Cell: CK (Alexa 488) mean,Cell: CD8 (Cy3) mean,Cell: MPO (Cy5) mean
cb4b055c-94d8-4784-a5c3-7993b3bb722c,PathCellObject,941.23,197.38,0.0243,0.0138,0.5082,0,0.1166,0.0477
950b4c51-d04c-48b7-b217-e0d65849108a,PathCellObject,843.13,196.45,0.027,0.0048,0.0594,0.0024,0.1906,0.0116
c21c3466-364c-489f-87b3-81698b577ea3,PathCellObject,855.18,199.46,0.0192,0.0079,0.2817,0.0011,0.158,0.0132
345fcc5f-a3e6-4070-9bb6-2317870af127,PathCellObject,950.85,196.69,0.0261,0.015,0.2935,0,0.1302,0.0504
b15c682c-e983-4ceb-95ee-6ac36353180a,PathCellObject,995.56,198.84,0.0293,0.0189,0.4,0.0035,0.1778,0.0951
de1e3a13-ceb1-4453-92d9-7ce1833fdb8d,PathCellObject,1013.2,198.87,0.0371,0.0207,0.3698,0.0187,0.1889,0.0879
3f5b2209-85fd-4be2-b8ed-640a21c6ae6c,PathCellObject,966.69,198.98,0.05,0.0608,0.5781,0,0.135,0.1792
f77718f2-7120-414f-9f6e-d3c5c86336bb,PathCellObject,1022.9,197.03,0.1582,0.0944,0.278,0.0002,0.1403,0.1944
faf91d93-28b9-4311-8bdf-36216aca1647,PathCellObject,762.93,199.87,0.0438,0.0158,0.2491,0.0015,0.1568,0.0445
b4ed7645-0590-4119-a99d-bd3abb08c494,PathCellObject,891.02,206.65,0.0183,0.0081,0.2046,0.0131,0.1418,0.0178
ff13c0b7-2ea6-42b4-87d0-2997ed0466f2,PathCellObject,955.84,199.42,0.0301,0.0154,0.2565,0,0.1135,0.0576
1e59019d-1901-44e6-8d58-a04eaabf41f3,PathCellObject,1028.1,199.36,0.1803,0.112,0.2695,0.0017,0.1723,0.2773
b0b5cf72-8a4a-40ab-bf2d-c48b150d8391,PathCellObject,1034,199.99,0.1389,0.1162,0.427,0.0001,0.234,0.2857
2526b003-2d1b-4c16-86b4-06e4531f6d9a,PathCellObject,811.47,199.57,0.017,0.0055,0.2645,0,0.1041,0.0178
04281001-4134-457f-a2f3-0e72d40bfcf5,PathCellObject,827.19,200.67,0.1441,0.0781,0.2941,0.0012,0.2233,0.204
3e1e8ad3-d824-420b-93ef-e1f10452d87f,PathCellObject,978.89,203.9,0.0408,0.054,0.5844,0,0.2007,0.213
c44d34e3-6052-4b52-9c63-ff93c1432e8e,PathCellObject,752.05,206.71,0.0254,0.0113,0.3453,0.0006,0.1748,0.0305
cefc6fac-7395-4db1-9eec-575519aaa17a,PathCellObject,959.86,205.86,0.0215,0.0104,0.4004,0,0.1279,0.0385
849f140d-65c9-42c9-948c-23ece5963892,PathCellObject,797.45,206.67,0.0173,0.0075,0.1862,0.0036,0.0924,0.0274
97f2014e-add3-433f-a825-6340e8ffc500,PathCellObject,814.45,207.54,0.0295,0.0104,0.223,0.0412,0.1639,0.0315
cd3bc139-8e2b-4331-a400-7274a5c84089,PathCellObject,917.65,206.65,0.0483,0.0146,0.5104,0,0.2829,0.0376
5397127a-97c0-4d05-a408-43452c2df749,PathCellObject,842.13,209.31,0.0246,0.0133,0.4975,0.042,0.196,0.0232
0d2ca671-1860-4858-aeff-52073414d892,PathCellObject,1023.1,207.66,0.0834,0.042,0.3647,0.0136,0.1921,0.1438
4ca1b042-17ac-4020-8c10-5442e09e4f45,PathCellObject,724.68,207.62,0.0295,0.0148,0.1955,0.0016,0.1443,0.0302
e7ad0c9f-5943-4756-b68b-9cbd7db33cca,PathCellObject,772.42,208.03,0.0298,0.0147,0.3296,0.0022,0.1695,0.0226
83cb925c-f807-4158-858a-3e3a4ffdc66f,PathCellObject,787.78,207,0.021,0.0097,0.1655,0.0259,0.1474,0.0272
1533dd9a-afe5-4e86-8369-66fb43706869,PathCellObject,1029,206.32,0.0871,0.0449,0.4341,0.012,0.2586,0.1231
b443a123-77cd-4382-b08e-17203704892b,PathCellObject,1002.2,208.56,0.0331,0.02,0.5357,0.028,0.1444,0.09
635bcccf-bf89-4f6e-8961-a18387a27cc7,PathCellObject,829.49,208.57,0.0436,0.0088,0.1627,0.0002,0.2544,0.022
d4be415e-2360-495c-a2ec-68dbe7470a1f,PathCellObject,1015.3,210.03,0.0349,0.0227,0.4608,0.0135,0.1772,0.1206
26a1e73b-b243-40ea-92bc-8bde0ba54e32,PathCellObject,1034.3,208.45,0.0409,0.0162,0.3312,0.016,0.203,0.0462
e145bdbe-a348-41c3-a6ca-c4edd7b8bc0e,PathCellObject,715.07,211.89,0.0265,0.0118,0.2026,0.0218,0.1333,0.0284
4254e24c-5944-4054-90c7-95231cc045cb,PathCellObject,968.71,211.65,0.0301,0.0168,0.5113,0.004,0.1475,0.0789
7673f246-16be-4c5f-8ea3-12f7de05c590,PathCellObject,950.63,211.32,0.1102,0.1073,0.2933,0,0.1327,0.3074
5faab121-49d4-44ae-ab4c-588296e1fe4c,PathCellObject,777.49,214.34,0.0374,0.0165,0.4767,0.017,0.1468,0.0439
463bef6f-8fa3-4333-9a4c-38f1dc47c65e,PathCellObject,866.33,216.68,0.0186,0.009,0.358,0.0054,0.1433,0.0164
fc551725-ecb0-4592-aa38-658a30840c02,PathCellObject,740.56,212.21,0.0722,0.037,0.2458,0.0165,0.1617,0.1288
5002b60f-675b-4b41-8f7d-5a03f62d27cf,PathCellObject,760.92,212.49,0.0187,0.0091,0.0713,0.0025,0.1278,0.0257
64d6d622-393e-4d78-80d1-6e6d7279106b,PathCellObject,1038.7,211.85,0.035,0.0111,0.1905,0.0317,0.1615,0.0418
5d31d34e-a8d8-4e3c-9268-f5efabc6deb5,PathCellObject,856.78,212.39,0.0178,0.0067,0.1341,0.0096,0.1386,0.0215
6b4ca6f0-79f9-4612-bc05-c0b267ed1431,PathCellObject,907.14,212.79,0.0707,0.0517,0.3433,0,0.1119,0.209
17139279-0df1-4ad1-9397-1a9fdf7b33d4,PathCellObject,929.23,215.25,0.1758,0.0774,0.5532,0,0.1465,0.2246
685a35ca-87f4-435a-9c8f-3d6a43ea9ff6,PathCellObject,1009.1,214.54,0.1875,0.0853,0.4483,0.0013,0.2667,0.3073
96349ea2-44f1-4dba-82cd-00731a454e8a,PathCellObject,787.34,216.16,0.013,0.0068,0.4762,0.0009,0.0692,0.0173
1dceaa71-b53a-405c-8708-b8c29271fcfd,PathCellObject,803.66,215.19,0.2028,0.2387,0.472,0,0.2155,0.5117
a0279f1d-aaaa-4396-b728-a68ebb36c227,PathCellObject,912.19,217.02,0.0614,0.0593,0.2394,0,0.1387,0.1901
486483c2-db31-4c4c-9250-8b2d59124e86,PathCellObject,919.98,215.92,0.1247,0.0338,0.4004,0,0.0997,0.0954
521645e4-7b93-400e-b923-c8fabc22f448,PathCellObject,989.01,216.91,0.0687,0.0196,0.5779,0.0023,0.2108,0.0769
05dbb709-d3d8-46ea-b8b8-64e039efef7a,PathCellObject,731.84,217.64,0.0276,0.0102,0.2398,0.0785,0.1511,0.0286
aa194c79-3234-4662-90f5-d881f608a83f,PathCellObject,748.07,218.89,0.039,0.0183,0.3157,0.0404,0.1505,0.0505
f730a80a-ea44-42c3-943f-2fab71849040,PathCellObject,1032.5,218.69,0.0342,0.019,0.3256,0.0347,0.2219,0.0655
e2eb9e93-f0b2-4801-84a2-959857781542,PathCellObject,937.27,217.96,0.049,0.0176,0.583,0,0.1331,0.0525
3d9570b1-1fd1-4d83-970a-9d440980448e,PathCellObject,980.38,217.45,0.1083,0.0783,0.2509,0.0002,0.1378,0.2286
1e26440d-1e80-4eb3-97e9-2df306af83ce,PathCellObject,851.22,218.86,0.0232,0.0084,0.1787,0.0147,0.1306,0.0356
b6d925ff-694c-4e25-b258-ea118bfcfbac,PathCellObject,961,218.04,0.0596,0.0224,0.3824,0,0.1516,0.0861
85499b90-f334-4d36-b7f2-cd663469730f,PathCellObject,839.55,218.44,0.0198,0.0105,0.3237,0.0272,0.1628,0.0172
5e23bfb0-75da-440b-adfe-d42ac02af5b3,PathCellObject,831.69,220.03,0.0179,0.0058,0.1942,0.0237,0.1354,0.0118
89ecbbeb-215b-4d29-a0af-82b939e634e6,PathCellObject,895.97,221.68,0.0166,0.0072,0.3763,0.0007,0.0957,0.0184
c47cbb46-423e-4a3c-ab3a-cee22ab5486e,PathCellObject,764.93,222.45,0.0267,0.0092,0.5516,0.016,0.0834,0.031
d7cc24c8-89b8-43af-9913-df5720745e8c,PathCellObject,806.97,220.8,0.032,0.0197,0.0952,0.0077,0.1618,0.0652
ea3c866d-2344-454c-bddd-c927214db6a1,PathCellObject,720.29,225.16,0.0215,0.0099,0.2249,0.0106,0.1543,0.018
c4baa223-4f00-49f6-a560-7c96e8429293,PathCellObject,925.17,221.55,0.0913,0.0409,0.8767,0.0012,0.1626,0.1152
93e10d32-42d8-44de-8fbd-b612ccaac032,PathCellObject,967.29,222.34,0.0496,0.018,0.1876,0.0016,0.1732,0.0687
40fd5480-67d5-4b78-8244-29d320f7bd0e,PathCellObject,772.41,224.01,0.1025,0.0502,0.6955,0,0.1544,0.1788
c5700838-c46e-4bae-aec5-2d58143e4c7a,PathCellObject,918.11,224.55,0.1119,0.0737,0.678,0.0532,0.2043,0.2187
e1e0de34-926c-4b5d-9dee-dd79b178537f,PathCellObject,751.94,227.12,0.0224,0.0094,0.4819,0.007,0.1216,0.0244
5c32e2d3-6b41-4135-92aa-d8b22ca72a0b,PathCellObject,838.46,225.02,0.018,0.0069,0.2256,0.0449,0.145,0.0141
667de1e0-6415-4af4-a190-16fcd8cb0b19,PathCellObject,885.42,228.11,0.016,0.0062,0.3993,0.0113,0.0973,0.018
1efea0d5-8332-414c-9fb7-2a8169f43d99,PathCellObject,1045.5,225.93,0.0163,0.006,0.3525,0.0012,0.094,0.0215
40de0ce9-6294-435a-94c4-3b9a3fd2b2d7,PathCellObject,738.04,226,0.1465,0.0354,0.4353,0.1102,0.1618,0.1424
3b6f4469-ec37-4382-9e45-62d2d8dd17b6,PathCellObject,988.34,228.12,0.1226,0.101,0.5241,0.0017,0.213,0.3137
9a7d63c5-6171-4eb6-b19e-e8b03d64632f,PathCellObject,857.54,225.54,0.1776,0.099,0.22,0.0109,0.1988,0.2387
141ec8d6-b6eb-4b7c-bd6d-54b53f22296f,PathCellObject,934.95,226.28,0.1324,0.0338,0.4759,0.0001,0.1315,0.1426
eafb9451-1325-4fc5-b4de-8b6a03e1b487,PathCellObject,1020.4,225.19,0.0221,0.0082,0.1945,0.0041,0.1545,0.0266
c038fb26-38ce-4b10-93f6-62cd1e5a64f8,PathCellObject,812.89,229.48,0.0182,0.0103,0.227,0.0031,0.1197,0.0355
53080915-8b20-46b4-878a-84ce4cb190f3,PathCellObject,944.19,227.47,0.123,0.0274,0.4386,0,0.1499,0.1068
0d0b2fe0-a4bb-4fe5-b264-d96843234e23,PathCellObject,970.21,227.5,0.119,0.0431,0.1736,0,0.1477,0.1249
61e82e84-6ba2-43f0-b0a0-039baff5bf41,PathCellObject,1029.9,226.78,0.0167,0.01,0.2976,0.0063,0.0982,0.0488
a28a93dc-702b-40ad-a092-b6f04e707cef,PathCellObject,876.56,228.95,0.0206,0.0105,0.1722,0.0686,0.1556,0.024
ce45ff39-fd59-43bb-a348-6d5de3aa0a97,PathCellObject,825.46,231.27,0.0248,0.0111,0.2786,0.0161,0.145,0.0212
6dfbdd70-ca81-44b6-9100-273e4a6f8e8e,PathCellObject,851.76,233.82,0.0262,0.016,0.2518,0.0652,0.1816,0.0276
a0c4bc28-acd9-4f05-b2e3-3faf804b6a95,PathCellObject,765.76,229.84,0.1183,0.0547,0.5373,0,0.1167,0.1896
d443f392-3b50-497d-837b-8474bf414891,PathCellObject,960.63,231.67,0.0454,0.0192,0.4297,0,0.1587,0.0731
a5ba7754-a77a-4d2d-9f50-cc83d77bf8cb,PathCellObject,1015,230.39,0.0262,0.01,0.483,0.0027,0.1495,0.0359
a752070a-bcb6-4baf-84f0-4680764c50b1,PathCellObject,758.78,233.63,0.0368,0.0194,0.53,0,0.0777,0.0694
c2c6cada-05ea-4942-af48-58547676e72a,PathCellObject,890.67,232.56,0.0225,0.0092,0.3274,0,0.138,0.0258
9cefb166-98ed-4d5c-8bb0-e3ecc0e62e53,PathCellObject,787.77,233.29,0.024,0.0063,0.1529,0.0063,0.0736,0.0223
d65962a0-2708-4d37-a288-5f386195ca71,PathCellObject,714.94,235.04,0.0203,0.0081,0.1895,0.0111,0.1434,0.022
9c9ff8da-c896-43d2-a526-91fafe2216db,PathCellObject,735.23,234.94,0.0331,0.0145,0.3516,0.0205,0.1456,0.0322
9ff3743f-064a-4732-ade2-dfd7d292b105,PathCellObject,796.76,237.08,0.0202,0.0087,0.1657,0.0033,0.1501,0.0189
22dc8ba1-6c73-43e8-8d53-5e146fff14d6,PathCellObject,921.81,235.31,0.0302,0.0114,0.2644,0.0097,0.105,0.0462
186e6566-1899-44d2-9b00-de298cec2441,PathCellObject,941.91,233.68,0.1215,0.0767,0.3262,0.001,0.1244,0.2345
644e0358-ec46-40db-a9dc-8c32c1b1836d,PathCellObject,1037,234.57,0.013,0.0077,0.4724,0,0.0849,0.0242
87fa8530-e6f3-4ae1-9fec-cd256313bb4d,PathCellObject,1063.6,235.3,0.0291,0.0075,0.2095,0.0171,0.2477,0.0173
a25796e8-2573-4a25-9c35-a6273ba33bc9,PathCellObject,897.37,234.48,0.0649,0.0204,0.3433,0,0.1013,0.0947
8d7790fc-4ddb-4b17-b3c2-fdba22e9eb45,PathCellObject,770.72,234.98,0.0568,0.0121,0.2431,0,0.0916,0.0488
c7d431af-26f4-4ad6-ab91-1334f98dd846,PathCellObject,908.75,234.25,0.0265,0.0115,0.2553,0.0134,0.0873,0.0494
fe73b714-03d1-4242-90a8-0966496e5e6c,PathCellObject,953.46,238.81,0.0697,0.0841,0.5514,0.0016,0.1296,0.2521
60e4d354-5ff9-4e48-8e2c-6e087b10996a,PathCellObject,1023.8,235.03,0.0159,0.0059,0.4145,0.0007,0.0893,0.021
229b7082-6968-4f40-88a9-9ec5fc1ee66c,PathCellObject,1050.1,235.92,0.0255,0.0112,0.3393,0,0.1596,0.0426
849ab179-66c1-4e85-8497-ee8c0b5a54fe,PathCellObject,837.56,239.74,0.0175,0.008,0.2626,0.0132,0.1388,0.0117
dc25cc54-2362-4bf7-a148-ef3b1970ab53,PathCellObject,871.79,236.84,0.0181,0.0088,0.0915,0.0226,0.1332,0.0265
6320418b-3d96-464a-a810-646f07192a77,PathCellObject,809.75,240.5,0.0358,0.0109,0.308,0.0043,0.1456,0.0292
87025be5-72c2-4eae-9eb5-3579bb7e9c35,PathCellObject,940.19,241.86,0.0309,0.0276,0.4158,0.0175,0.1326,0.081
ee817916-01c8-4896-a311-79218e221e60,PathCellObject,892.02,241.76,0.0581,0.0321,0.4848,0.0004,0.0938,0.1386
0c8faed3-97e8-489f-88c5-b2d1f41feaeb,PathCellObject,744.29,242.9,0.0495,0.0159,0.5537,0.0008,0.106,0.0624
acbe53a2-9044-4c7a-8a00-8be5addc6dd3,PathCellObject,900.8,241.64,0.035,0.014,0.3501,0.0001,0.1032,0.0579
f3a368a7-83ec-41a6-994f-fc9dbfb51e39,PathCellObject,913.98,239.84,0.1604,0.0687,0.6307,0,0.1585,0.2567
75d3803a-d6f5-414f-8004-5375131652e8,PathCellObject,771.15,241.31,0.1491,0.0398,0.3932,0.0001,0.1423,0.1506
0fa4e7bd-e226-4a94-a5ad-f647213592aa,PathCellObject,1051.5,241.85,0.077,0.0455,0.6515,0,0.2063,0.2022
4ba02aa7-85b0-433f-b6f3-6908224aadd6,PathCellObject,977.26,242.15,0.0497,0.0183,0.1103,0.0053,0.1136,0.0716
8a3e1911-b543-41ba-aa60-c37ac69cf779,PathCellObject,732.11,244.85,0.0183,0.0075,0.4312,0.0069,0.0997,0.0184
558a7882-e438-492f-b068-5ff7d3c28f84,PathCellObject,873.58,246.14,0.0203,0.0108,0.4091,0.0136,0.1428,0.0292
6c21b4c4-8563-4412-a0c8-d4a4457cfbbe,PathCellObject,983.91,244.24,0.0203,0.012,0.289,0.0096,0.1142,0.0379
0f3228be-36bd-436a-b91c-cee64d1c6c88,PathCellObject,1044.7,244.66,0.0486,0.0218,0.4668,0,0.1769,0.0875
872006e8-5973-42bc-86b9-8a5db90d97bb,PathCellObject,860.56,244.43,0.0197,0.0092,0.1734,0.0423,0.1555,0.0221
a7e51c6d-4cde-4d3b-a967-eec590682a9b,PathCellObject,999.12,246.06,0.0249,0.0069,0.157,0.0226,0.1317,0.0233
f170367d-7d3e-4fe5-b84a-699af9709644,PathCellObject,763.4,246.53,0.0273,0.008,0.4579,0.001,0.0933,0.0273
d140d4de-ff55-4634-8fa3-1da198dcc43f,PathCellObject,793.36,248.39,0.0185,0.008,0.2449,0.0183,0.1356,0.0257
281ee3f9-b3bc-4b82-b972-3c0b066e8ae0,PathCellObject,1075,245.96,0.0219,0.0111,0.2409,0.0111,0.1939,0.03
9545d843-8250-40b6-bc04-84535afab294,PathCellObject,925.74,245.75,0.1759,0.0984,0.5045,0,0.1811,0.3031
74684db8-3928-4895-9c6e-c73f45ba9d69,PathCellObject,1061.7,245.34,0.1029,0.0897,0.3537,0.0009,0.338,0.2428
6713603d-2d75-46b7-a287-6d5148759576,PathCellObject,819.83,245.78,0.0262,0.0121,0.2231,0.0161,0.1238,0.04
5bb972f3-c1a9-4058-8d7b-e99e0abc4f4f,PathCellObject,850.51,246.27,0.0194,0.0077,0.1545,0.0735,0.1488,0.0251
a0815224-6be5-4979-a7b6-4258c4e39346,PathCellObject,1068.9,246.85,0.0357,0.0497,0.4018,0.0024,0.2069,0.1596
57d62143-1b3f-4b3c-803d-4056881bd497,PathCellObject,826.91,247.48,0.0142,0.0053,0.2081,0.0251,0.0993,0.0154
c79ef334-2536-44e2-9d11-5bc8afe6294d,PathCellObject,779.48,248.8,0.0172,0.0063,0.1028,0.0227,0.0742,0.0188
df13b974-fdc5-46cb-896f-9d9de82c82da,PathCellObject,856.77,249.41,0.0202,0.0086,0.4262,0.0065,0.1506,0.0174
6f046216-096a-4c25-b0a1-087a0a0478e9,PathCellObject,1052.8,248.13,0.0881,0.0482,0.4249,0.0068,0.215,0.1682
39d06af5-d1f0-47b2-b339-c7fabef1e365,PathCellObject,718.81,251.59,0.0177,0.0088,0.2368,0.0105,0.1335,0.0174
ec06bdb4-9a5b-4d08-9f7f-5a2cf6667301,PathCellObject,896.7,250.93,0.0203,0.012,0.1393,0.0025,0.0846,0.0408
72a73147-243c-4711-8f9f-0af6ae38ed5f,PathCellObject,954.51,250.26,0.0235,0.0167,0.4108,0.0163,0.1597,0.0432
ad09a0fd-f7ee-4958-8a93-69771bcde91e,PathCellObject,1009.1,249.35,0.1083,0.0348,0.4518,0.0391,0.1969,0.1498
4bcbdbbd-54ce-426e-849e-6062d43531eb,PathCellObject,907.25,252.11,0.2172,0.1217,0.6696,0.0002,0.2447,0.371
c95a53a6-fd16-43fb-aabf-a0f79b274914,PathCellObject,914.66,251.86,0.0576,0.026,0.5571,0.0007,0.1603,0.0992
c470e71a-4994-4344-a6cd-f26adbbc2d4e,PathCellObject,981.37,251.13,0.0271,0.0159,0.3159,0.022,0.1986,0.0421
4e34826d-9b92-491f-9249-2a4254a2d5b5,PathCellObject,992.64,252.93,0.0241,0.0185,0.3953,0.0187,0.1688,0.036
5e0139c0-25ee-4b2e-a980-897efba9a46c,PathCellObject,1033.8,250.64,0.1293,0.0417,0.2531,0,0.1919,0.1633
cede53ee-fad5-4628-9ddd-641ce698d3ec,PathCellObject,967.06,253,0.0242,0.0179,0.4717,0.0465,0.171,0.0399
15b61fc6-378a-49b5-b142-980408f79dd0,PathCellObject,772.9,254.46,0.1222,0.0403,0.3888,0.0151,0.1358,0.1839
da8b9bf7-f98a-4a76-8ed9-f605a3e77b3d,PathCellObject,923.25,253.19,0.0324,0.0191,0.5829,0.014,0.1434,0.0622
5fe8e493-f4da-4c80-9864-507e7f0882a3,PathCellObject,1015.2,252.4,0.0627,0.0273,0.4691,0,0.214,0.0934
0e400338-699b-4420-886a-63ff555192a2,PathCellObject,934.96,253.45,0.0229,0.0142,0.3211,0.0425,0.1575,0.0413
375cdd19-dda6-4ca0-8e3e-efb12f45598d,PathCellObject,1071.7,253.72,0.0398,0.1679,0.2272,0.0004,0.1679,0.2561
a649b4af-cbe4-4750-88b5-1dfeea2e5fbd,PathCellObject,820.47,256.14,0.0172,0.0056,0.332,0.016,0.1373,0.0118
afc64d0d-5a7a-46ac-8c63-0ed085ba3dae,PathCellObject,1056.1,253.04,0.0566,0.0335,0.4127,0.0001,0.2361,0.1275
5e3a5af8-6f03-4e6e-a77f-686fd81205ff,PathCellObject,801.05,258.32,0.0178,0.0065,0.2256,0.0706,0.1533,0.0132
21f1eb0d-4f12-4d46-ba68-54dfffe0acea,PathCellObject,1045.4,253.54,0.1017,0.0585,0.6546,0,0.1813,0.2362
c49075d4-cf4e-4c9b-ae4a-536c7ebfbb8c,PathCellObject,729.74,258.05,0.0097,0.0045,0.2935,0.0013,0.0578,0.0138
ff9e3fbd-68f4-4958-9ce9-f73d749510e2,PathCellObject,833.13,257.19,0.0179,0.0081,0.2744,0.0076,0.1467,0.0142
65d16388-ac53-4283-a429-a02f8e51b74d,PathCellObject,850.71,257.91,0.0212,0.012,0.5096,0.0155,0.1592,0.0219
0b3d66e3-f0a4-49eb-a339-2eedce65c067,PathCellObject,864.56,257.87,0.0226,0.0137,0.5271,0.0133,0.1588,0.0301
a1c6714e-4b7e-49ca-955e-10fc79ad22f1,PathCellObject,944.37,256.7,0.025,0.0227,0.4692,0.0186,0.1528,0.0403
f2a08b4e-0543-432c-ac9f-337e175e95bc,PathCellObject,1004.7,257.39,0.0662,0.0558,0.3841,0.0186,0.2035,0.1544
51444b0d-b048-45df-89ad-745ffac51ded,PathCellObject,1033.5,258.55,0.039,0.0158,0.8002,0.004,0.1634,0.0595
09368039-1b78-4bc9-b0ea-45874ce33677,PathCellObject,1052.4,257.81,0.0761,0.0643,0.5222,0,0.2009,0.2159
6f0c4574-f60b-4046-a410-22511277df16,PathCellObject,761.5,257.67,0.0334,0.0125,0.4402,0.0252,0.1472,0.0295
bb2abdef-7a32-4490-80b9-e4d8dfa38cde,PathCellObject,1041.7,257.75,0.0465,0.0274,0.5524,0,0.2067,0.078
d5f94dc4-3998-45b9-bf61-4cdd55a77511,PathCellObject,711.22,258.43,0.0178,0.0085,0.2547,0.0484,0.1384,0.0167
46728e31-2ff8-4f44-a3ca-7d94ede19138,PathCellObject,977.83,258.3,0.0274,0.0178,0.2977,0.0314,0.1662,0.0514
e8a02833-d195-4df7-9ecd-313f69e26515,PathCellObject,878.18,258.16,0.0509,0.0106,0.5661,0.0422,0.4202,0.0337
79d50582-9e5e-435d-aff6-85b1c2ff6ae2,PathCellObject,927.39,257.65,0.023,0.0165,0.5569,0.0186,0.1599,0.0326
4d1f8fe8-4c51-4731-bd7f-850cd581c015,PathCellObject,915.26,260.18,0.025,0.0174,0.556,0.0183,0.1606,0.0392
bcb68745-0723-4dd4-ace5-b004a84dbc20,PathCellObject,987.33,258.45,0.0513,0.043,0.3059,0.0069,0.2013,0.1236
0ec3c293-0d28-49f3-ad27-472042b2d478,PathCellObject,1021.6,260.99,0.0336,0.02,0.2979,0.013,0.1725,0.0574
d160b906-0521-4bdf-b2a8-eebd635940bd,PathCellObject,889.65,260.31,0.0166,0.0112,0.2281,0.0787,0.1067,0.0394
bc513d6e-d17e-4ee7-8f46-36bac499b327,PathCellObject,905.35,262.98,0.0208,0.0145,0.4098,0.0395,0.1386,0.0378
dc0856fb-9047-4dd5-99ce-f51bd8ee2e13,PathCellObject,967.97,263.25,0.0221,0.016,0.4073,0.0398,0.1577,0.0439
044bb1d1-4267-4786-8de1-57800899ea3d,PathCellObject,1063.6,262.4,0.1292,0.061,0.6841,0,0.1615,0.1807
20d9e8f7-2cf3-4e4e-ac82-11bdfd51c538,PathCellObject,927,264.48,0.031,0.0171,0.4466,0.0267,0.1566,0.0424
5c015511-3b5d-46b3-b748-521c797a0cca,PathCellObject,784.95,264.52,0.0222,0.0116,0.2532,0.0243,0.161,0.023
c2bcf5b6-d403-44a2-b15c-96777cf915cd,PathCellObject,836.18,266.61,0.0202,0.0152,0.4247,0.0612,0.1553,0.0221
566d4bc1-9c22-418a-98ee-11466e7f45d4,PathCellObject,954.4,265.58,0.0208,0.0124,0.1881,0.0892,0.1433,0.0452
89c8ec0c-3b81-4172-99b4-d707c891749c,PathCellObject,991.2,263.58,0.0883,0.0804,0.3574,0.0712,0.2053,0.2656
15e7dfab-f717-46bc-9290-986002867b2b,PathCellObject,850.69,269.19,0.0214,0.0161,0.4453,0.0313,0.1517,0.03
8305bb9a-cde4-4069-94d2-a13f5151f0eb,PathCellObject,1012.2,265.23,0.0216,0.0107,0.2551,0.0623,0.1532,0.0282
8501aec2-1dd8-4180-8c56-c16245e14b97,PathCellObject,873.22,265.12,0.0231,0.0134,0.2933,0.0433,0.1658,0.0407
e8458b36-db39-4348-9972-a4aee615ff63,PathCellObject,1041.2,264.48,0.0291,0.0105,0.4462,0.0095,0.0964,0.0291
