Object ID,Name,Centroid X µm,Centroid Y µm,Cell: CD15 (Opal 620) mean,Cell: H3Cit (Opal 690) mean,Cell: DAPI (DAPI) mean,Cell: CK (Alexa 488) mean,Cell: CD8 (Cy3) mean,Cell: MPO (Cy5) mean
b729c35e-eba6-4339-8f72-8451e7340c1c,PathCellObject,1048.2,264.28,0.0185,0.0092,0.3689,0.0002,0.0945,0.0328
80d859db-afc9-4e24-91c0-5566b28eea6e,PathCellObject,755.14,267.86,0.0238,0.0126,0.4086,0.0099,0.1581,0.0242
2db4ac33-6b1e-4f4c-95a1-ccd79a69882f,PathCellObject,895.46,268.18,0.0232,0.019,0.543,0.0406,0.1593,0.0364
2f5f302f-0546-4e20-b6e5-a2ac748114f7,PathCellObject,1072.1,265.15,0.176,0.0453,0.4665,0,0.1498,0.1856
110ccc23-b0e9-49bb-8759-7c6a11aff1a4,PathCellObject,859.69,272.28,0.0217,0.0177,0.5066,0.0358,0.1511,0.0361
6c215e51-577c-4db2-96aa-9336d74aba02,PathCellObject,1033.3,269.25,0.0223,0.0165,0.3474,0.024,0.1728,0.0306
aedcfb37-6959-4610-ba7c-687b837fa429,PathCellObject,1084.9,266.44,0.0157,0.0074,0.1596,0,0.0939,0.0195
94fdbc65-fe22-48b9-a6ca-0272624c6db2,PathCellObject,917.44,272.77,0.019,0.0109,0.3631,0.0725,0.1416,0.0224
c438f47c-7661-4cdb-9ccf-ac7b50283841,PathCellObject,996.09,269.85,0.0387,0.0334,0.2525,0.1115,0.1634,0.111
e1379f3b-acea-4c16-a4be-9c060f39520f,PathCellObject,731.6,272.93,0.0179,0.0088,0.2833,0.0343,0.1276,0.0189
0318dc6f-2c9b-4440-a697-19d711a62933,PathCellObject,1092.2,268.74,0.0131,0.005,0.547,0,0.0898,0.0157
c7cdb5b9-5b68-4aa5-b8ee-34685c55b6a4,PathCellObject,1021.2,270.75,0.0197,0.0099,0.1324,0.0498,0.1426,0.0178
ba043723-0ae0-4069-91e8-25c2e4cffb63,PathCellObject,1059,269.26,0.0169,0.0078,0.5177,0.0068,0.088,0.0257
512fefea-f13c-468a-aff8-551aefd86e70,PathCellObject,1048,271.31,0.0211,0.0119,0.3356,0.034,0.1541,0.0311
4d4be56d-b93e-4646-ad48-593852052e17,PathCellObject,716.23,270.76,0.0127,0.0077,0.3548,0.0005,0.0771,0.0248
7e946a6b-2990-47d0-ba1c-86c67448a51d,PathCellObject,1079,270.79,0.0324,0.0092,0.4405,0.0007,0.2383,0.0248
58f7cb83-e789-4eed-8491-9ef50ac36066,PathCellObject,772.85,270.64,0.0201,0.0095,0.1539,0.1026,0.1495,0.0192
1738c5ed-4e38-44fb-bf24-3bbd2b841d38,PathCellObject,869.8,271.99,0.0199,0.0127,0.2074,0.0701,0.136,0.0492
8f1dbc52-eb05-4a8f-8132-e748e0c973cd,PathCellObject,941.21,274.95,0.0272,0.0198,0.6111,0.023,0.1836,0.0434
56c0bae7-d739-4096-97e3-18db05b955c2,PathCellObject,984.1,273.66,0.0248,0.0135,0.4079,0.0746,0.174,0.029
39a5f14d-24cf-438b-8477-9f1915324f54,PathCellObject,797.71,276.34,0.0193,0.0113,0.2874,0.1189,0.153,0.018
3c1125c7-0348-449b-9cec-298946b5b365,PathCellObject,788.67,274.36,0.0201,0.0105,0.1448,0.1409,0.1577,0.0164
ae275fcd-8f88-489d-ade2-a39ba51fc12d,PathCellObject,1096,274.57,0.015,0.0064,0.4216,0.0001,0.1127,0.0144
bc68b71e-8113-4f35-b930-13883aa1755e,PathCellObject,1009.1,275.47,0.0309,0.0127,0.2062,0.084,0.1807,0.0301
0a27d423-ee50-45bd-822f-f4689ebc6978,PathCellObject,1070.6,275.21,0.0242,0.0125,0.4,0.0211,0.1663,0.0299
75d2f211-adff-4dc1-974d-34fda62b138e,PathCellObject,834,276.19,0.0215,0.0153,0.5452,0.0313,0.1474,0.0361
1bd7ad84-c754-4406-8fc7-229aa272b57e,PathCellObject,906.1,277.87,0.0179,0.013,0.385,0.14,0.1318,0.025
92b2615e-bfc2-410d-852b-04556f4b6e84,PathCellObject,970.05,275.58,0.0694,0.1627,0.4182,0.0413,0.208,0.413
5967e350-a25a-4ede-ac36-f15c8377561b,PathCellObject,1001.3,276.43,0.0507,0.0382,0.1809,0.1662,0.1676,0.1195
ec6027bf-2ac2-4708-bfab-d1d8b6d5adf6,PathCellObject,752.21,278.42,0.0469,0.0114,0.3344,0.0355,0.1448,0.0339
e2b0f414-ae55-414c-9ef4-2f408fff463b,PathCellObject,884.8,275.85,0.0191,0.0072,0.2486,0.0094,0.1221,0.0264
8c46af2b-ef38-421a-8f34-759a51a3e7ac,PathCellObject,1042.9,275.83,0.0191,0.0077,0.1505,0.0512,0.1537,0.0174
0cdce329-0ffe-4263-b9f7-d90dc8d2e91f,PathCellObject,1060.1,278.44,0.0241,0.0139,0.5089,0.0193,0.1634,0.0348
3c17d2d8-0611-4258-9a84-4e8d7bacb065,PathCellObject,892.55,279.19,0.0193,0.0137,0.4494,0.0593,0.1355,0.0306
72cde1c4-a381-4950-ae2d-42251181045e,PathCellObject,770.12,279.68,0.0179,0.0099,0.336,0.0146,0.1399,0.0135
bbf6193e-4e40-41a5-8fc6-ddf4c0531b92,PathCellObject,711.39,278.52,0.0116,0.0057,0.1641,0.0001,0.0744,0.0159
dcc498b5-9d19-4dad-9cbf-d70d7499f894,PathCellObject,1030.4,279.53,0.0772,0.0138,0.4407,0.0072,0.5535,0.0221
fc09ef50-4202-4147-993f-782165748fd6,PathCellObject,846.16,281.73,0.0213,0.0139,0.2822,0.0122,0.1435,0.0471
b2bde815-063c-45b3-8b21-cd309b7c39cf,PathCellObject,873.13,282.85,0.0233,0.0218,0.5536,0.0073,0.1671,0.0431
584145d8-0b34-4cc2-a4b3-194016b50b3b,PathCellObject,1081,280.32,0.0212,0.0091,0.3757,0.0841,0.1554,0.0259
65b6030e-938b-45f0-afba-2d22bf7b0d48,PathCellObject,811.71,280.25,0.0198,0.0104,0.1324,0.0439,0.155,0.0201
5e15ffc5-2087-40bb-a4ff-e6c0102c3ffe,PathCellObject,961.36,280.73,0.0369,0.029,0.3557,0.0624,0.1795,0.0898
0b038113-e9ff-4460-a251-32e681591c0e,PathCellObject,980.03,280.33,0.0222,0.0152,0.2747,0.0983,0.1725,0.0285
bc5bddab-09f8-494b-a2d4-0dee75dfdb78,PathCellObject,1017.4,280.08,0.1448,0.0758,0.4266,0.0296,0.1776,0.2495
566bc3dd-32b4-40ee-899b-d8cbfccccfc4,PathCellObject,1040.1,285.6,0.0308,0.0194,0.4859,0.0219,0.214,0.0363
4d27e15b-6343-49dc-bc2d-12ab58de156f,PathCellObject,994.59,283.6,0.02,0.0131,0.4048,0.1334,0.1571,0.0236
b24dfb4d-96b0-4c07-a00e-57ade1593db9,PathCellObject,1023.3,282.36,0.0984,0.0733,0.4775,0.0302,0.2477,0.257
083616d7-f185-4ada-bf4c-98b0058ddad6,PathCellObject,882.51,282.58,0.0236,0.0181,0.781,0.0074,0.1709,0.0504
06c45358-a79b-48c3-ba94-9bcbe2cb6229,PathCellObject,968.99,284.02,0.0227,0.0201,0.4,0.0839,0.1575,0.0491
311b2cc2-c36f-49dd-9b62-a30e21cd382a,PathCellObject,720.89,283.95,0.0165,0.0075,0.0789,0.0586,0.1338,0.0169
24b08da4-38fb-492f-832c-439959b5e459,PathCellObject,1006.9,283.96,0.117,0.0598,0.5646,0.0233,0.6174,0.1207
feadaccb-741d-4b4a-aa1f-ff0ab597983f,PathCellObject,1090,282.17,0.0298,0.009,0.6858,0.0529,0.2575,0.0224
95b96f31-dffb-443a-93e4-d7a00d02cfdc,PathCellObject,738.11,282.71,0.0183,0.0055,0.3285,0.0178,0.1405,0.0141
ed15c64a-daab-403f-8c12-9dc29565d764,PathCellObject,830.55,284.77,0.0199,0.0115,0.5211,0.0324,0.1381,0.0295
32646e64-147a-4efc-9409-f9b41456cc26,PathCellObject,898.38,283.48,0.0198,0.0195,0.3889,0.0632,0.1358,0.0363
469906da-15e8-4f50-b93b-e3e3ce5a11b9,PathCellObject,1051.8,283.9,0.0194,0.0111,0.2777,0.0621,0.1325,0.0263
3c48ca6d-b382-40fa-8c24-b42fa28c47cc,PathCellObject,757.37,288.38,0.0211,0.0128,0.5673,0.0181,0.15,0.0219
481c6db1-6adf-481f-9c54-aac1e8124276,PathCellObject,817.87,285.92,0.0197,0.0116,0.3156,0.0304,0.1458,0.0341
41b7b6fe-5e35-47cd-8396-ac5366cd0a8d,PathCellObject,948.88,285.55,0.0269,0.0158,0.4105,0.06,0.1765,0.0552
64f96709-1198-4024-9ddb-87bb3cb1ff15,PathCellObject,1013.5,285.43,0.0487,0.0325,0.3396,0.016,0.2231,0.0937
06dcbf3f-aedc-49bc-a489-eb3c10c0e231,PathCellObject,788.81,287.3,0.0203,0.0114,0.4184,0.0318,0.1583,0.0194
ce1df025-3e0d-4961-8c3e-112b57993ab5,PathCellObject,1097.7,286.25,0.0286,0.0113,0.1781,0.0296,0.1759,0.0238
7bd630e8-d16f-4a19-8a5e-b6b1967ac709,PathCellObject,766.38,288.14,0.0214,0.013,0.4886,0.0256,0.1618,0.0236
68fcdbb0-17f3-47b5-9f4e-63d3c291bf87,PathCellObject,935.24,286.83,0.0533,0.0134,0.5433,0.0326,0.4109,0.0414
f7af86b0-51ab-4946-871f-fbe83f22d61e,PathCellObject,805.38,286.85,0.0206,0.0122,0.4115,0.0654,0.1537,0.0274
d287b7b2-d7a4-4e8f-a6b3-9878aac5e0a8,PathCellObject,958.4,288.92,0.0242,0.0145,0.3096,0.0695,0.1501,0.0476
ee60f479-c417-4de6-a2a9-403943b0f2f0,PathCellObject,984.32,288.03,0.0224,0.0162,0.4687,0.1364,0.1437,0.0286
a0fd7c1c-d98a-4079-bbcc-8e76569e767c,PathCellObject,1064.3,287.07,0.0557,0.0396,0.2449,0.0581,0.157,0.1106
23135b29-2d9e-4659-af68-a25840887670,PathCellObject,777.28,290.05,0.0214,0.0121,0.4096,0.0401,0.165,0.0231
048cb800-e121-48c6-945e-9477eae3bfa1,PathCellObject,883.32,288.61,0.0211,0.0103,0.3512,0.0352,0.1385,0.0375
e842cdfa-e72e-4fd3-881b-395035c2f5cb,PathCellObject,1027.9,297.16,0.0237,0.0151,0.3193,0.0752,0.1561,0.0298
4577da0f-6876-43ea-bcf0-6d52dba9cfe4,PathCellObject,1086.2,288.58,0.0189,0.0069,0.2419,0.0762,0.1607,0.0153
7091f8c3-e9da-4a25-9e74-48071183ec7b,PathCellObject,891.31,293.19,0.0201,0.0125,0.4327,0.0629,0.1415,0.0303
acd000a9-e3b0-4d4e-8cde-a501694d622b,PathCellObject,901.91,290.88,0.0192,0.015,0.4268,0.0323,0.1397,0.0297
6f7fe1f6-fb3b-4f2b-8aa5-87142e9df0e7,PathCellObject,1080.1,289.18,0.0231,0.012,0.191,0.0982,0.1672,0.0193
a3f9e8ae-c979-490d-9dbd-fbe90641a351,PathCellObject,734.62,290.48,0.0188,0.0102,1.0306,0.027,0.1331,0.0199
6ff0efbd-9afa-423a-9eab-17e3e465d298,PathCellObject,854.09,291.33,0.0174,0.013,0.3125,0.0177,0.1098,0.0511
b5f63537-7d7f-49bb-b2be-0271558d8602,PathCellObject,1106.8,290.26,0.2321,0.0643,0.5405,0.0147,0.2379,0.1908
ea4ce75c-2746-477b-84b7-f3fa594eda69,PathCellObject,741.16,291.14,0.0187,0.0106,0.9984,0.027,0.1359,0.0215
f6cc0e10-de27-4a16-8c80-24ca4880a5f8,PathCellObject,799.14,290.9,0.0194,0.0129,0.5289,0.0661,0.1501,0.0221
affc3212-264e-4408-9e45-83e4f05a8061,PathCellObject,1058.1,292.04,0.0243,0.0126,0.5193,0.0238,0.1388,0.0383
9659ff5c-9e05-4c99-a1c8-a9c4faedbae5,PathCellObject,712.51,291.71,0.0187,0.0115,0.3472,0.0192,0.1433,0.0241
5b87603e-74bd-4550-8d4e-e74a2c75ae86,PathCellObject,943.69,291.39,0.0274,0.023,0.1807,0.0598,0.187,0.0698
8855aeed-ce29-4a77-a7a0-ed05791b7823,PathCellObject,973.7,293.51,0.0188,0.0106,0.2172,0.0756,0.1438,0.0348
9ec8c7e3-958d-4bcd-bed8-3913e99311e7,PathCellObject,1006,292.93,0.0241,0.0144,0.3002,0.0962,0.1764,0.0281
f5ac75f5-92a0-43b8-a501-76a9bca36e67,PathCellObject,1048.5,291.96,0.096,0.0879,0.4384,0.0591,0.1957,0.2889
55d22a15-a8b4-4deb-8725-998f94382825,PathCellObject,823.69,292.31,0.0133,0.0082,0.4457,0.0219,0.0844,0.0222
00cb5fb7-58e3-46df-9c9d-559d22a9cb0b,PathCellObject,1014.8,291.96,0.0853,0.0275,0.2555,0.0357,0.1575,0.1308
48c70c9f-0d0c-4d92-8d58-cc41d289626b,PathCellObject,931.83,295.24,0.0242,0.0122,0.3646,0.0401,0.1736,0.0313
f8371af5-644b-401c-9986-293a4ad9737c,PathCellObject,1076.4,294.37,0.0366,0.021,0.2838,0.0853,0.1846,0.0381
b5c8a9fc-0a62-4349-863a-20b51e0ac3cb,PathCellObject,1054.4,297.55,0.026,0.0139,0.7648,0.0157,0.1535,0.0387
0c0122b8-43fc-42db-b2e7-507289c11429,PathCellObject,717,295.91,0.0196,0.013,0.4778,0.005,0.146,0.0224
49eef622-6e40-48d2-93c6-3c3396e5ed46,PathCellObject,725.59,296.5,0.0208,0.0116,0.3799,0.0258,0.154,0.0223
50da543c-c08c-4ea4-97b7-01f885823cf2,PathCellObject,994.34,295.02,0.0195,0.0126,0.3498,0.0829,0.142,0.0364
30ab8842-232a-4620-8536-a84a744c6c8b,PathCellObject,986.16,296.37,0.023,0.0164,0.2888,0.0441,0.1587,0.0377
b784da37-32ae-4538-b332-25c8c34cbfa4,PathCellObject,1040.3,295.57,0.0625,0.0117,0.1023,0.0722,0.4598,0.0289
bbbf1f0a-c0ed-4cd5-bd82-67eca1d32dfc,PathCellObject,751.88,297.31,0.0167,0.0094,0.2859,0.0314,0.1206,0.0199
40fc3902-1886-4372-9476-61ec4ddcb2ba,PathCellObject,911.27,297.85,0.0261,0.015,0.2525,0.0273,0.1502,0.0464
84dd5bfb-606d-4cc2-806e-2c0843909e34,PathCellObject,948.6,298.2,0.0204,0.0139,0.2717,0.0918,0.1443,0.0279
10b800ed-971c-4777-bb2f-8ed705098ab5,PathCellObject,965.05,301.44,0.0228,0.0172,0.403,0.112,0.1575,0.0366
fe364f28-b1a3-4eda-9506-13b16c1426ae,PathCellObject,839.16,296.38,0.0179,0.0102,0.3608,0.0033,0.0851,0.0378
7ba4fc68-6212-41eb-b953-8d7e22bc3c3f,PathCellObject,956.29,298.61,0.0244,0.02,0.441,0.0449,0.1655,0.0459
876f0ca0-92d6-4b75-b798-5b4fd915233e,PathCellObject,820.4,298.36,0.0171,0.0118,0.4179,0,0.0775,0.0546
1a24f318-1336-4de5-9687-e068cee1ec34,PathCellObject,776.07,297.66,0.0108,0.0053,0.3416,0.0384,0.0697,0.0154
5cc57fa2-bf40-4e24-ae65-df669581d307,PathCellObject,1011.8,299.86,0.021,0.0123,0.2044,0.1654,0.1529,0.0242
e8fc0cb3-5450-4bf5-a732-7b4dd38b1353,PathCellObject,1073.3,299.67,0.0401,0.0209,0.2879,0.0781,0.1599,0.0463
9ebbf02e-ad3a-463a-bd27-943204e67cca,PathCellObject,1088,301.56,0.0348,0.0128,0.3323,0.0329,0.1796,0.0246
403883f6-88ad-4526-9c44-3b2d9960c82b,PathCellObject,877.53,298.71,0.0212,0.009,0.1837,0.0067,0.1009,0.0301
e7be9b78-3497-4534-a647-16bc84539dd6,PathCellObject,920.32,298.89,0.083,0.0297,0.5142,0.0085,0.1923,0.1055
600429ca-39f9-4aca-a207-5be2a56e2a8e,PathCellObject,1001.3,305.09,0.0202,0.0148,0.4722,0.0708,0.1543,0.0266
786330d1-9e31-4099-b002-b7fd1b548838,PathCellObject,1046.4,299.52,0.0326,0.0183,0.2445,0.0817,0.1782,0.0509
f01fe888-a3d2-4699-a9fe-90fd9661ab74,PathCellObject,764.89,300.51,0.0108,0.0074,0.4,0.004,0.0666,0.0166
c5634ad5-a2a2-4cbf-8981-5f21c55a918a,PathCellObject,715.3,302.74,0.0164,0.0087,0.5344,0.0528,0.1156,0.0194
49cca9bc-68e6-4154-8908-cea5b3586c08,PathCellObject,835.28,301.88,0.0328,0.0234,0.6836,0,0.1076,0.0962
2a92f358-07e5-47a1-885e-429dba23ed04,PathCellObject,904.51,303.97,0.019,0.0135,0.4575,0.0307,0.1283,0.0334
fc41dd75-a164-450d-8053-a2da73f1148d,PathCellObject,793.5,304.52,0.0133,0.0092,0.3162,0,0.0718,0.0371
c0f2378f-c34b-450c-b92f-b9dc46295815,PathCellObject,823.56,303.92,0.0402,0.0239,0.3915,0,0.0883,0.1128
5e272c34-e4ad-45b3-9ce5-6ea431ca231f,PathCellObject,925.82,304.41,0.0388,0.0162,0.3285,0.043,0.149,0.0748
90ddfb41-5b6e-46a0-96a9-510fcd0e7d4b,PathCellObject,1064.8,303.16,0.0222,0.016,0.3,0.046,0.1735,0.0294
d6a6c676-4537-4a2d-80aa-a2803bae07d7,PathCellObject,844.73,305.88,0.0461,0.0328,0.4352,0,0.1025,0.1329
da537c7a-db99-45ca-a15b-56a5a0d92dba,PathCellObject,988.2,308.6,0.022,0.013,0.6029,0.0513,0.157,0.0369
63a084e6-8d20-46ef-a92d-1241dc5c41e6,PathCellObject,740.94,303.48,0.0082,0.004,0.1087,0.0368,0.0507,0.012
546f698a-d703-46c9-ad3f-dbba528893fe,PathCellObject,953.71,305.43,0.0205,0.0176,0.4691,0.0675,0.15,0.044
14e19f05-a029-4e51-a7f3-e740644e1229,PathCellObject,977.97,304.25,0.0163,0.0088,0.3187,0.0167,0.0869,0.0397
f1897bc5-2b31-40da-8117-2e80d7f865a4,PathCellObject,1054.3,304.91,0.0201,0.015,0.343,0.0389,0.1712,0.0256
858b09f9-8ee2-4909-b872-e2323374eb7d,PathCellObject,776.31,304.38,0.0103,0.0062,0.1661,0,0.0564,0.0191
e907bf31-7eeb-446a-a1f7-5f89c92added,PathCellObject,880.59,306.6,0.0343,0.0092,0.2048,0,0.1578,0.0372
82e340bd-501d-43c0-bf36-ccee536b9382,PathCellObject,1017.3,305.03,0.0183,0.0079,0.1461,0.1124,0.1306,0.0271
1cc4e0da-b9a2-488c-ba9b-ceaf11b42211,PathCellObject,1043.6,311.13,0.0201,0.0139,0.3134,0.0849,0.1511,0.0318
298fd0d1-d5a4-455d-bdf6-4100445094ac,PathCellObject,808.16,307.71,0.0202,0.0121,0.1255,0,0.0979,0.0499
38856e5e-9d72-4b85-b68c-56206d36a271,PathCellObject,895.16,307.79,0.0166,0.0117,0.4824,0.006,0.1025,0.0336
49a86940-82a8-4d96-b7fc-ca893ea5bb47,PathCellObject,864.54,308.27,0.1207,0.0634,0.461,0,0.1501,0.2426
86f53ba7-2ce2-4be7-ba16-f623df56ec6e,PathCellObject,1070.3,307.88,0.021,0.0112,0.2372,0.0721,0.1651,0.0258
7c3a05ea-b5c6-44d0-9cd6-5a3d31bd6f3c,PathCellObject,727.75,307.22,0.01,0.0056,0.3748,0.0081,0.0591,0.0143
c75b5c0e-eaf8-435a-aa29-489f5f5ef09b,PathCellObject,830.86,308.97,0.117,0.0701,0.6969,0,0.1144,0.2714
75267fc0-c617-4ad4-b627-a7f4f555c512,PathCellObject,937.01,313.63,0.0208,0.0149,0.648,0.0464,0.142,0.0326
ef7953a2-b076-48bf-807c-d28dfb18357d,PathCellObject,1011,314.29,0.0193,0.0127,0.4426,0.0898,0.1466,0.0266
e81057a8-ae2b-4690-a717-b6ad87579d21,PathCellObject,755.41,310.16,0.0096,0.0044,0.3182,0,0.0448,0.0146
0a5c4ff5-2092-45b9-a9ee-f4cf6d5fdf8a,PathCellObject,1056.6,311.61,0.022,0.0189,0.4244,0.0387,0.1603,0.0491
d78de870-fc3d-4227-8e91-5cd1ae26dad4,PathCellObject,952.55,312.45,0.0194,0.0132,0.2773,0.0995,0.1339,0.0593
c2401dfc-7918-45ee-8aac-ea58962dca8c,PathCellObject,1091.7,311.47,0.0669,0.0134,0.2829,0.0475,0.1758,0.0401
d394b0c3-7023-4f24-a49e-14e256b9d707,PathCellObject,873.38,312.59,0.0444,0.017,0.5847,0.0001,0.167,0.0653
f90d4f40-a129-476a-91d5-ec48bad9c01b,PathCellObject,1024.8,314.28,0.0175,0.011,0.3848,0.0658,0.1336,0.0213
f07e4a0c-c0c8-487f-8c74-da9ccd3e1d38,PathCellObject,712.65,312.41,0.0141,0.008,0.2955,0,0.0676,0.0291
4f064612-dcc7-40ac-8ccb-8bd5757b08eb,PathCellObject,923.41,316.18,0.0198,0.013,0.4305,0.0553,0.1371,0.0339
3f9e7d54-1699-48c8-8043-e1a337ee3cd2,PathCellObject,798.37,313.5,0.0185,0.0143,0.6634,0,0.1067,0.0336
c9490a28-db29-462e-8726-e29f1d22cd2f,PathCellObject,814.94,314.47,0.0886,0.0324,0.6125,0,0.1188,0.1433
60dda9ad-f9e7-48c8-a65e-ab7b2f4aeb53,PathCellObject,766.2,315.11,0.0195,0.0093,0.4139,0,0.0636,0.0349
3c0dbca6-7c72-4991-a6a3-984957230c7b,PathCellObject,976.28,313.7,0.0252,0.0188,0.0999,0.0097,0.0846,0.0869
b05f9b73-1278-41f8-aecd-d27c3f22899c,PathCellObject,836.74,314.9,0.1668,0.0922,0.38,0,0.1515,0.3832
bd39568a-d154-461e-8814-2388e1415db1,PathCellObject,856.77,316.26,0.0361,0.0334,0.5687,0,0.1427,0.1117
09c6a7f4-693c-4279-be67-6f5e03600308,PathCellObject,844.23,315.27,0.0542,0.0268,0.457,0.0001,0.1145,0.1326
2b04ab6a-87f1-44ce-9ad2-52f12b80406a,PathCellObject,803.15,320.47,0.0192,0.0114,0.4681,0,0.1023,0.0429
5663d8cb-7e42-485e-b782-59c9d18d2575,PathCellObject,785.79,316.98,0.0221,0.0197,0.4937,0,0.0934,0.074
2db45925-3eb5-4c03-b614-34b27339312f,PathCellObject,901.59,319.16,0.0189,0.0262,0.5827,0.0478,0.1251,0.0531
511260c9-dc0c-45f6-9578-935fdf6a50f9,PathCellObject,779.28,317.15,0.1349,0.1211,0.6312,0,0.1322,0.4107
d9a3ef80-34fb-43ec-b36c-a763a0095fb8,PathCellObject,1057.2,317.56,0.0249,0.0152,0.6524,0.0179,0.1718,0.0288
4d276f40-37c2-487d-9e44-71188976f7a6,PathCellObject,1061.8,321.32,0.0298,0.0209,0.4658,0.0251,0.1816,0.0465
96374e30-c255-4bf9-b288-0e9218ecc533,PathCellObject,1079.7,317.07,0.0252,0.0104,0.2303,0.0063,0.1193,0.0253
a0b361b3-4a64-4846-87f1-c551053ce749,PathCellObject,868.82,321.81,0.0636,0.0241,0.3952,0,0.1098,0.1018
d35ccf24-3a8f-4a36-b527-0432690658e1,PathCellObject,1071.4,319.28,0.0922,0.048,0.7148,0.0097,0.1756,0.1642
9f7320dd-589e-43ba-946b-ad2e199c6bb6,PathCellObject,740.52,319.27,0.0233,0.0099,0.5877,0,0.0926,0.0362
7416d059-fd21-4905-9817-8fe79e96e67e,PathCellObject,962.21,323.22,0.0215,0.0178,0.6369,0.0143,0.1254,0.0721
b162142d-7221-4960-acda-011dce9c360f,PathCellObject,772.93,322.53,0.1181,0.0596,0.9035,0,0.1323,0.2106
059356b7-7c2d-46f9-8b5e-71987841ebc9,PathCellObject,1029.4,324.32,0.0263,0.0181,0.4953,0.0564,0.1634,0.0354
c2776357-b24c-4e26-9511-0a7ff59cbb49,PathCellObject,723.38,321.73,0.0244,0.0174,0.6799,0,0.1209,0.0652
b6cb2789-897a-40c3-9e7a-ef70d28f5413,PathCellObject,731.07,319.64,0.0184,0.0099,0.4811,0,0.1019,0.0314
5eb174f4-7355-4c1d-a466-d231ceca28b0,PathCellObject,828.3,321.63,0.0703,0.0708,0.731,0,0.1583,0.2448
d3c05afb-1c8d-4050-b71a-da4c8cb36035,PathCellObject,944.37,322.64,0.021,0.0177,0.4935,0.0455,0.1445,0.0547
e3da8bd1-6d8f-4156-8880-64517e4babb2,PathCellObject,974.43,322.65,0.0232,0.0174,0.4728,0.0095,0.1301,0.0573
ec29443e-a5fb-4206-b180-09bb8c752a58,PathCellObject,795.23,321.93,0.0228,0.0145,0.651,0,0.1536,0.0552
45b0fcc3-424c-43c6-9474-6f28e588a649,PathCellObject,954.17,320.31,0.0216,0.0188,0.3899,0.0684,0.1493,0.0638
a781175b-9810-40ba-97f6-54869d165a9a,PathCellObject,1001.8,322.45,0.0218,0.0223,0.4531,0.0957,0.1547,0.0412
70c60346-0570-4645-9053-272572e923c6,PathCellObject,714.34,321.14,0.0491,0.0753,0.7793,0,0.1711,0.3475
8109b1bd-be50-48a0-a3c4-2baf669384aa,PathCellObject,811.22,324.04,0.0772,0.0519,1.0177,0,0.1474,0.2051
0b1b2e72-996e-4603-8641-0b689daa17fc,PathCellObject,1051.9,322.76,0.0195,0.0139,0.6516,0.0257,0.1528,0.0289
76e5cc4c-1c1f-4619-9b00-c36007e2f9ae,PathCellObject,1112.6,322.07,0.0177,0.0061,0.2618,0.0218,0.1408,0.0136
5026f89f-17ad-4fb2-b0df-ad4ca73a1209,PathCellObject,843.37,322.27,0.04,0.0239,0.6729,0,0.1237,0.1036
fbaf0030-96e0-4185-b4ff-c0a4ba2c0761,PathCellObject,854.78,323.47,0.0846,0.073,0.8534,0,0.1456,0.2609
