Object ID,Name,Centroid X µm,Centroid Y µm,Cell: CD15 (Opal 620) mean,Cell: H3Cit (Opal 690) mean,Cell: DAPI (DAPI) mean,Cell: CK (Alexa 488) mean,Cell: CD8 (Cy3) mean,Cell: MPO (Cy5) mean
48a990a6-d4c3-4da8-813c-c6d8994dee4a,PathCellObject,1100.2,323.79,0.0194,0.0055,0.3207,0.0003,0.0939,0.0184
4c1759f7-c91a-49be-b990-32933fa679ea,PathCellObject,1082,324.23,0.0848,0.032,0.5666,0.0001,0.1451,0.1357
a84c1f98-131b-4a63-9a33-e6db63fe95f5,PathCellObject,951.23,327.82,0.0214,0.0196,0.5669,0.0322,0.1398,0.0564
56d8c23c-3c90-464c-a9bb-c517b7e12943,PathCellObject,747.45,325.27,0.0641,0.0301,0.8005,0,0.0768,0.0855
d5d3cb7e-1429-4589-9975-08bb4a24a805,PathCellObject,757.99,323.3,0.1017,0.0614,0.4295,0,0.0846,0.2045
4ac98947-94a8-481e-8cf7-315f8a26ab75,PathCellObject,787.63,326.17,0.034,0.0138,0.3847,0,0.1177,0.0497
848a898c-2125-49b4-b12e-26cc061f80e5,PathCellObject,987.56,326.62,0.0219,0.0267,0.5153,0.0604,0.1356,0.071
9f9cac3d-7835-4e56-b662-b9df6b7e81d5,PathCellObject,732.1,325.7,0.0261,0.0149,0.6433,0,0.128,0.0307
eedebb08-a086-4f8f-91a0-b3f1714f15cb,PathCellObject,1070.5,326.01,0.0642,0.0206,0.4856,0.0002,0.1589,0.0806
68ed431a-8108-4111-beb6-ade03d914a07,PathCellObject,763.96,325.41,0.2876,0.1764,0.7238,0,0.1497,0.5216
3a459ec0-57f1-421e-8aaa-d328ca7bc23b,PathCellObject,931.41,327.87,0.0174,0.0121,0.1745,0.0625,0.1219,0.0503
197e9928-670c-4d2c-ae95-8ff2cdb26c69,PathCellObject,1044.9,328.48,0.0225,0.018,0.4582,0.0628,0.1674,0.0384
94999259-aaf4-4b64-b494-06ce3acb2b64,PathCellObject,1090.6,326.39,0.0248,0.0096,0.3602,0.0002,0.0793,0.0311
8a769d83-cdc4-4ec3-bf49-d5ad27c01afe,PathCellObject,859.46,327.15,0.0663,0.0642,0.531,0,0.1664,0.2331
a2050c2f-cfdb-461d-bd5e-e93373d1b6f2,PathCellObject,712.49,327.88,0.027,0.0168,0.7954,0,0.1112,0.0623
19654285-d67b-44b1-bda0-1294b8a26679,PathCellObject,740.43,327.42,0.1385,0.0827,1.1376,0,0.0817,0.2661
e12ee607-6923-4b6a-8f71-d659a2cf9cf4,PathCellObject,842.48,329.61,0.0563,0.0298,0.6424,0.0002,0.107,0.1062
a2f5fbc1-929d-4c9c-9832-7e6e47686493,PathCellObject,753.5,328.09,0.0495,0.0195,0.3187,0,0.0889,0.1019
fc37d341-9061-4449-9a58-b28e3a2071d1,PathCellObject,830.64,329.15,0.0375,0.0215,0.5641,0,0.1571,0.073
4b968ba5-0789-4747-87fc-f1de479e820e,PathCellObject,822.54,329.64,0.0583,0.0358,0.637,0,0.2043,0.1182
d138db7d-cff8-4ea5-bae4-62c9fbf1b06b,PathCellObject,924.26,330.62,0.0235,0.0227,0.4873,0.0181,0.1457,0.0986
a70c38fa-64f2-4310-b14c-7e3c5a10814c,PathCellObject,1000.1,329.39,0.0181,0.0091,0.3426,0.0612,0.105,0.0291
88b18b5e-cac9-4c48-b9a5-03386d6f9d2a,PathCellObject,1063.2,334.01,0.0347,0.0139,0.5389,0.0002,0.1864,0.0473
492bd57a-ce56-4f53-8add-6cd507df807e,PathCellObject,809.09,331.35,0.1029,0.0959,0.4529,0.0028,0.1429,0.2715
e3a7e565-5b1d-4fbd-af7a-22fa74d0c8de,PathCellObject,852.79,332.21,0.0935,0.0324,0.4017,0.0013,0.1117,0.1191
df4429da-4f42-44b0-99bd-5e2982b14cfd,PathCellObject,895.81,330.19,0.0233,0.0307,0.0713,0.0319,0.1069,0.1629
f57482cb-595e-4310-8497-c03dc3a2d8b9,PathCellObject,722.44,331.92,0.0166,0.0076,0.5664,0,0.0883,0.0327
b46fd1c2-b04b-48a5-aeaf-29bce1763613,PathCellObject,764.62,330.92,0.0574,0.0285,0.5758,0,0.0829,0.1177
5114b42e-5e9b-4832-9adc-f4b60d304005,PathCellObject,864.83,333.16,0.0543,0.0283,0.5043,0.0002,0.1374,0.13
9fbcf1e5-36e7-4b96-84aa-5cf150e427d1,PathCellObject,976.79,331.95,0.0214,0.0213,0.5285,0.0141,0.1155,0.0862
6632b5f4-4737-418e-9d89-92dd7b5a35df,PathCellObject,778.16,332.38,0.04,0.0273,0.4382,0.0002,0.1024,0.0727
1b283203-927c-42a2-8b46-d34cecba5f2c,PathCellObject,1102.7,331.14,0.0302,0.0135,0.304,0.0002,0.0879,0.0762
c9c176a9-34d3-428d-addb-6eec4e29fda4,PathCellObject,734.81,332.42,0.0221,0.0116,0.8142,0,0.0824,0.0459
a389e655-cc77-49b9-a98d-3131c79b8718,PathCellObject,1014.9,332.55,0.022,0.0219,0.3808,0.0357,0.1486,0.0426
34c4a11d-ca29-4d4d-a256-6c372ff3f8fc,PathCellObject,1053.7,333.26,0.0149,0.0079,0.3476,0.0194,0.0984,0.0199
9d128747-e416-41aa-afc5-e7d0035871ba,PathCellObject,837.53,337.03,0.0362,0.0239,0.5607,0.02,0.1213,0.1056
8c97fa2f-203f-4765-8f4f-a543b7d06b6e,PathCellObject,1110.2,334.14,0.028,0.0043,0.1675,0.0003,0.0531,0.0182
262b76b4-a718-4828-8574-8f73c195b54c,PathCellObject,1002.9,334.82,0.0386,0.0168,0.3528,0.0156,0.1437,0.0679
784a07fd-59b2-43d5-a3f5-c46a1826fff6,PathCellObject,1117,333.7,0.0084,0.0032,0.2346,0.0008,0.0522,0.0082
d9db4e7d-e39a-4a06-85d2-9d103ab4c4c1,PathCellObject,1095.4,336.23,0.0316,0.0148,0.6065,0.0001,0.0944,0.0544
70d68728-6239-4fa6-99c4-c95dbb747cd4,PathCellObject,992.28,336.17,0.0164,0.0099,0.2973,0.0116,0.0853,0.0341
840e8fc4-8624-4a88-81be-29af877df018,PathCellObject,1081.3,335.91,0.0283,0.0086,0.3312,0.0001,0.1212,0.0293
bfdc2311-5061-405b-ad9a-e1be6f4a7f85,PathCellObject,757.21,337.6,0.0614,0.0574,0.8644,0,0.1025,0.1351
569c62d0-470e-493c-b58a-735b179a9fc5,PathCellObject,810.3,337.77,0.0547,0.0378,0.5857,0.0009,0.216,0.1151
c38418cd-5824-4e99-9ff4-d95de6306d6d,PathCellObject,828.13,337.43,0.0383,0.019,0.4961,0.0146,0.1966,0.0814
a74544c8-884d-4c07-8b6b-0d2e2ee5fc9e,PathCellObject,1025.4,336.45,0.0245,0.0229,0.5198,0.0212,0.1721,0.041
8280ec16-1d54-4abf-92cc-9dc398c5559b,PathCellObject,711.6,336.02,0.0253,0.0203,0.3522,0,0.1327,0.0529
647d5b41-e694-4635-8037-175ebfc8ba60,PathCellObject,918.54,341.46,0.0224,0.015,0.3024,0.0316,0.1314,0.0739
05bc2f5e-24b6-4ef6-ac46-e43dc1588994,PathCellObject,923.74,338.37,0.0236,0.0283,0.7379,0.0155,0.153,0.0875
cdb87562-75c0-4d74-9a99-097f30554629,PathCellObject,733.26,337.95,0.026,0.0165,0.3908,0,0.0922,0.0737
0bb6ca9a-09b7-4b6c-bfae-38a1b932367f,PathCellObject,765.46,338.33,0.0846,0.0703,0.6355,0.0009,0.1071,0.1816
80b0ac2d-23ec-4b26-b715-eb28dbc82e70,PathCellObject,819.8,339.29,0.0363,0.0219,0.6359,0.0112,0.1265,0.0777
77ed7ca7-700b-4669-a56c-044d462619e3,PathCellObject,932.02,340.28,0.0201,0.0214,0.2098,0.0303,0.1303,0.0878
628a8e2e-30a2-4655-a8e1-ce8943c665c8,PathCellObject,1015.1,342.58,0.0233,0.0231,0.7897,0.0042,0.1634,0.0455
76a3ada2-53bd-41ac-be08-3cee3cc02b90,PathCellObject,714.33,341.65,0.0323,0.0139,0.3139,0,0.1004,0.0469
a5bebc31-d631-4f6d-8ac2-26b6f965001c,PathCellObject,741.4,341.43,0.0208,0.0143,0.5159,0,0.1036,0.0501
f92e9320-5e06-4854-b19c-1c5b7adf28d5,PathCellObject,748.6,339.03,0.0249,0.0191,0.4712,0,0.1139,0.0872
fd3d5781-e0dd-4176-b712-ba88c30bebda,PathCellObject,867.03,340.99,0.0421,0.0216,0.2953,0.0008,0.1079,0.1016
4236cbca-0e99-4e16-9f39-cf65a492945f,PathCellObject,1103.4,342.35,0.0637,0.0644,0.4867,0.0004,0.1172,0.1755
4eefa9a1-677b-4872-b3f1-e0066fe692e7,PathCellObject,1111.8,341.84,0.0245,0.0067,0.4593,0.0002,0.0713,0.0238
496f57c4-c939-4e6c-90ee-4bdde13287d5,PathCellObject,999.22,345.59,0.033,0.019,0.3592,0.0257,0.1221,0.0888
cb5623db-bf36-487e-8509-3e8475a4c14e,PathCellObject,1124.3,344.23,0.0193,0.0064,0.671,0.0004,0.0877,0.0168
d5de24f3-e8e6-4d9f-bb59-28338114f4e0,PathCellObject,1083.3,343.95,0.0181,0.0074,0.3156,0.0005,0.0848,0.0141
74b01824-2130-4d87-9351-51a87e2dfebb,PathCellObject,1093,344.52,0.0356,0.0152,0.3353,0.0003,0.0836,0.0493
d7cf0fe4-907b-420a-a9f7-7ef582e1057a,PathCellObject,748.28,344.44,0.0247,0.0166,0.6418,0.0005,0.1048,0.0692
ac0f7bd6-0cae-4588-a23d-d8fb552abd18,PathCellObject,810.24,346.53,0.0514,0.0351,0.4496,0.0116,0.1562,0.1162
67025806-3496-4ccb-accb-67aff50c6b79,PathCellObject,1039.5,346.59,0.0199,0.0164,0.452,0.0861,0.1563,0.0352
3c0bd0a3-46b5-44ed-aca6-8da79e36b24b,PathCellObject,1048.1,346.06,0.0177,0.0145,0.3457,0.0524,0.1433,0.0407
101e7aa4-ffda-416c-ba53-5d0aec9f6107,PathCellObject,797.28,344.84,0.0309,0.0211,0.2817,0.0242,0.131,0.0639
b5d83207-6535-41bd-9c10-66c9ddde12e6,PathCellObject,983.57,345.61,0.0246,0.0211,0.2797,0.0403,0.1433,0.0875
41fea24e-90bc-49c5-8b3f-40a3580c5eaf,PathCellObject,778.51,346,0.052,0.0309,0.3693,0.0142,0.1345,0.1009
3686e27e-9c79-4440-9817-3bf19eb3254c,PathCellObject,824.19,347.96,0.044,0.028,0.5003,0.0103,0.1506,0.1038
2b599dd3-250f-4b2e-ae0a-3f33335b5941,PathCellObject,839.79,347.05,0.0572,0.0339,0.4614,0.0181,0.1468,0.1304
5b14584d-f5fc-4c24-b890-c6c8d91041ce,PathCellObject,853.89,346.38,0.0736,0.042,0.3832,0.0117,0.1559,0.1522
a9831253-590b-48a7-b392-dd8f46d27b6e,PathCellObject,867.29,347.9,0.0582,0.0309,0.3759,0.0091,0.1567,0.1139
85422ea3-c811-4547-a0ef-6cfda40abb5a,PathCellObject,767.67,347.42,0.0725,0.0421,0.4533,0.0063,0.1228,0.1342
d0d00a41-203e-4194-832e-ce70d7877c39,PathCellObject,1055.7,347.12,0.0251,0.0156,0.4696,0.0037,0.1107,0.0582
4bf20838-64c0-4972-ad44-c35f62175b28,PathCellObject,1077.5,347.26,0.1143,0.0273,0.4923,0.0001,0.121,0.0942
079605c5-abd5-4f95-96aa-a3f2e9197324,PathCellObject,1117.2,348.94,0.1317,0.0567,0.6962,0,0.1299,0.1898
f8316dc9-f1ea-42ab-a207-59bc6495e093,PathCellObject,760.48,349.67,0.0421,0.0274,0.417,0.0092,0.1039,0.0795
c211b449-66df-41b1-8367-37d3e6f1bb65,PathCellObject,1020.5,352.07,0.0265,0.0339,0.6479,0.0134,0.2041,0.056
02aea039-145c-4828-96f5-e35971936610,PathCellObject,1106.2,349.59,0.0549,0.024,0.3868,0.0001,0.128,0.0791
82104c46-3285-445d-81a4-8e5355c2ca0a,PathCellObject,973.51,348.96,0.0255,0.0271,0.1983,0.0001,0.066,0.0919
5126ead2-891b-4aaa-9889-f4424fd0f87f,PathCellObject,745.08,352.49,0.03,0.0163,0.416,0.0086,0.1158,0.0552
4a682567-5627-4dde-888d-d20383a7955c,PathCellObject,1062.4,350.77,0.1144,0.0625,1.0489,0.0001,0.1899,0.2551
6acc400b-1327-4b71-afa8-675bb9f58c4f,PathCellObject,1013.3,351.39,0.0264,0.0317,0.8184,0,0.1907,0.0493
df0c81db-7f8f-491b-8cc1-cd0888aad7bd,PathCellObject,1070,351.95,0.1155,0.0423,0.8011,0.0001,0.435,0.1635
8af6e137-d7c6-41fa-a054-1da63544d38f,PathCellObject,1132,352.79,0.0116,0.005,0.2803,0.0026,0.0821,0.0105
1962ebd9-642b-4971-a2ad-6b1ad1e372a5,PathCellObject,1029.3,354.18,0.0199,0.0203,0.2774,0.0929,0.1502,0.0465
8c172d9f-5baa-44b8-8182-f1e3ab62b5cb,PathCellObject,942.2,355.36,0.0213,0.0202,0.3757,0.0276,0.1283,0.0791
21bde89d-039d-42a4-93e0-f82b709b2705,PathCellObject,1041.3,356.84,0.0197,0.018,0.4785,0.0656,0.1513,0.0428
7bdcf87e-ff15-465f-a2fb-409892eab56b,PathCellObject,1108.2,356.11,0.0112,0.0043,0.1938,0.0007,0.0466,0.0131
f9dd06a7-b2f7-4993-9df5-036166ed83fe,PathCellObject,720.76,359.95,0.0242,0.0139,0.342,0.0056,0.1049,0.0471
5f776562-a12c-4046-88bd-32594d5efe1a,PathCellObject,915.39,356.66,0.0403,0.03,0.3172,0.0619,0.1771,0.1046
afa3f37e-823f-418a-bf38-eb48bae08b4b,PathCellObject,1058.8,357.79,0.0226,0.0178,0.4404,0.0023,0.1114,0.0636
21d4d014-3f31-497d-8857-30e51d17e4b7,PathCellObject,1006.2,359.13,0.0143,0.0233,0.1482,0.0348,0.0757,0.1045
7cc29763-5324-41f9-9467-c7f6a0836060,PathCellObject,1013.4,358.26,0.0211,0.024,0.3832,0.0069,0.1509,0.056
57f74323-2df7-454a-b931-bead766fc4b0,PathCellObject,1086.8,361.95,0.0166,0.0095,0.4514,0.0483,0.1272,0.0204
e2fbe7c9-e295-4afd-b548-7d99219f6ad2,PathCellObject,1116.8,360.58,0.0166,0.0063,0.5692,0,0.0858,0.0179
3005c2b9-f1dd-4792-b857-8968c036c3f8,PathCellObject,1068.1,361.23,0.0146,0.0089,0.572,0.0001,0.0883,0.0262
c1ffe701-8cc9-4dec-b30d-359b2342c363,PathCellObject,1133,359.85,0.0184,0.0088,0.1319,0.0311,0.1789,0.019
b749164c-b033-4cef-9dae-abb3437ad7b3,PathCellObject,1050.5,361.95,0.0136,0.0089,0.4029,0.0086,0.0929,0.0302
ff644737-e611-4034-93e1-51fa8feb3a89,PathCellObject,938.18,365.16,0.0333,0.0293,0.2695,0.0603,0.1467,0.1091
839a2aec-ef75-4f06-bbab-0a75cc2294ad,PathCellObject,1076.3,364.09,0.0188,0.0101,0.4759,0.0093,0.1205,0.0273
e8f2d515-8869-406b-8b4f-715f3031415d,PathCellObject,1136.3,367.94,0.0181,0.0096,0.2293,0.0327,0.1663,0.02
c891c4bc-50bf-47df-b2aa-98bad2971835,PathCellObject,1097.7,366.23,0.0206,0.0106,0.2109,0.0974,0.1626,0.0271
f0e70194-609d-48ce-9e6f-e5936e324c31,PathCellObject,1042.3,365.52,0.0171,0.0114,0.688,0.0127,0.1082,0.0379
45814a91-cf4a-4654-a78b-826de5749882,PathCellObject,1029.5,364.66,0.02,0.0158,0.1911,0.0676,0.115,0.0605
498ed665-6673-459c-bede-09dac126ca8d,PathCellObject,1105.4,367.85,0.0208,0.014,0.583,0.0255,0.1735,0.0263
3cec2ec3-630f-4c22-baa3-21f18f98baaf,PathCellObject,1016.9,367.9,0.0169,0.0132,0.3596,0.01,0.0905,0.0519
c40af176-14d4-4286-b45a-86fb1ddacc1b,PathCellObject,1052.6,367.48,0.0254,0.0214,0.1693,0.0047,0.093,0.0803
f38bfd64-5706-4843-a313-1f78eb28792b,PathCellObject,1119.3,370.18,0.0119,0.0054,0.4358,0.0057,0.0825,0.0133
4461815d-20f4-42fd-9e01-c1ff6ad39f49,PathCellObject,1129.4,368.67,0.0117,0.0053,0.3199,0.0058,0.0737,0.0128
fd1dc52b-31e7-436c-b584-370571c24849,PathCellObject,1112.2,368.94,0.019,0.0108,0.5352,0.0243,0.1654,0.0253
b36b49c9-a1b6-4d7d-92ab-48c0b8655bc8,PathCellObject,1069.9,369.87,0.0138,0.0075,0.4816,0.0002,0.0989,0.0187
6125077a-0a71-455b-bc7d-fb2b873c1393,PathCellObject,1082,371.03,0.0831,0.02,0.723,0.0002,0.1212,0.0918
a5bd9caa-e15f-4d7b-9d6e-28d462fe839f,PathCellObject,1034.5,369.73,0.0184,0.0181,0.74,0.0002,0.107,0.0744
1dbb42be-aae3-4b59-a414-1849e7163380,PathCellObject,1093.4,373.58,0.032,0.0081,0.3698,0.0038,0.1023,0.0329
0708ab16-a5e8-4a95-b18e-7e4adc7b50c4,PathCellObject,1062.5,374.42,0.015,0.0094,0.5131,0.0001,0.0904,0.0369
2fc90dc5-76f6-4ca5-8661-7c137394079a,PathCellObject,1028.6,374.29,0.0255,0.02,0.4805,0.0005,0.1187,0.064
410764c4-1d18-40d1-a39e-e1582ba9867b,PathCellObject,1040.9,373.68,0.0133,0.0118,0.6003,0.0001,0.0868,0.027
3cab0f3f-af46-4038-8e49-6163c548e4b8,PathCellObject,1105.9,375.65,0.0173,0.0126,0.4719,0.0562,0.1236,0.0236
b05d23ea-f97d-497f-941f-6b5f6c9cdb3e,PathCellObject,1134.8,376.93,0.0226,0.0077,0.4093,0.0653,0.1475,0.0224
ed9771a3-64d0-4427-b509-e3dd66f7d109,PathCellObject,1118,378.48,0.0247,0.0142,0.5499,0.0242,0.1785,0.0733
d8951f5b-d709-4b9e-9437-ad624c3db268,PathCellObject,1127.2,378.24,0.0207,0.0112,0.3363,0.0236,0.1655,0.0191
a35ea468-d6b4-438b-98ab-8037a1cdea79,PathCellObject,1084.4,377.35,0.0258,0.0081,0.6487,0.0004,0.1176,0.0207
a9828825-13af-4e05-8111-ed9f488678cc,PathCellObject,1072.5,378.67,0.0136,0.0075,0.461,0.0002,0.0903,0.0252
4b8a5cfd-7676-4f9c-b30b-0db1b0426021,PathCellObject,1043.6,379.02,0.0141,0.0105,0.707,0,0.1052,0.0274
373c10a1-980c-4120-8048-65910c6e6775,PathCellObject,1111.2,381.68,0.0252,0.0187,0.6744,0.0429,0.1767,0.033
8053603e-2276-4603-86ed-4cb0969a4974,PathCellObject,1083.9,383.32,0.0183,0.0094,0.9956,0.0001,0.1003,0.0248
68cfd9c2-ef97-4126-a7be-2b579a54065d,PathCellObject,1140.6,386.69,0.0229,0.009,0.3769,0.0487,0.1766,0.0186
ace343b2-ce59-4ab0-a712-814012a3757d,PathCellObject,1105.1,385.16,0.1071,0.0517,0.5679,0.0087,0.1058,0.2385
f521f425-f253-405c-b6c2-a64b50cd6d4f,PathCellObject,1133.1,386.37,0.0253,0.0143,0.2625,0.0116,0.1929,0.0243
1b386fef-1b7b-4f91-b846-8ea1c2caf139,PathCellObject,1036.4,386.07,0.0142,0.0167,0.34,0.0001,0.0786,0.0688
0cb0df29-86ae-45f4-ac45-32214b1e0297,PathCellObject,1077.5,386.18,0.0119,0.0078,0.4263,0.0001,0.0748,0.0208
a2979ef6-0d5c-4411-96f8-cd9eb03f9970,PathCellObject,1054.6,386.09,0.0254,0.0307,0.6847,0,0.1,0.1041
da989179-0582-4507-80e1-93baf8ff27e8,PathCellObject,1097.1,386.86,0.1128,0.0569,0.4636,0,0.1102,0.248
b8034c6d-49df-4700-b7f0-4eb65197f677,PathCellObject,1113,387.92,0.0323,0.0138,0.3679,0.0358,0.2444,0.0384
05c8ff3d-86bc-4d4a-9a48-2610f15c7af7,PathCellObject,1062.8,387.4,0.0145,0.0101,0.5688,0.0001,0.0807,0.0365
5ff6059e-9778-4300-8565-e5217612a2f5,PathCellObject,1047.9,387.8,0.0205,0.0182,0.2695,0.0001,0.0832,0.0725
942c13b3-974e-4f69-9d98-5c5a79cc1d00,PathCellObject,1125.9,388.88,0.0252,0.0109,0.5075,0.0189,0.1741,0.0246
2df91949-48d2-473c-8365-9fa7462c09ac,PathCellObject,1087.5,390.6,0.0202,0.0094,0.2345,0.0003,0.1205,0.0419
8ce97ed3-a3f9-4475-bd9a-e4fbda0f19f5,PathCellObject,1055.9,394.26,0.0131,0.017,0.5075,0.0001,0.0481,0.0532
4be9c268-01bb-44fc-a921-e52a10a712fd,PathCellObject,1102.7,395.72,0.0493,0.0253,0.5969,0.0001,0.1034,0.1161
1b0fbb71-ffb0-464b-9ec3-80204058bf70,PathCellObject,1120.1,399.34,0.0554,0.0427,0.453,0.0113,0.2001,0.1101
4b5071ce-2974-4ed1-9b48-d7ef3e61e856,PathCellObject,1131.7,401.96,0.0438,0.0243,0.317,0.0082,0.2035,0.0516
f52129c3-064f-48ef-b334-045d51bdfb0f,PathCellObject,1062.1,397.47,0.0159,0.0128,0.3432,0.0001,0.0724,0.0603
af868170-f16a-42ab-b6d3-ae4bf06a2a0a,PathCellObject,1141.9,398.37,0.0245,0.0089,0.1059,0.0433,0.158,0.0202
9e73b235-8b72-4833-92e8-b1310a95d4f7,PathCellObject,1073.1,399.03,0.0249,0.036,0.5574,0,0.1006,0.1319
1540b81a-8d9e-4e18-aa28-1af84c25b023,PathCellObject,1096.5,401.21,0.0258,0.0164,0.2456,0,0.1051,0.0509
524c545b-3987-421f-bd50-0c558f2d7d38,PathCellObject,1110.3,402.15,0.0225,0.0084,0.1955,0.0146,0.1491,0.0275
8703b0ba-6bab-490a-8488-1fc8e73997db,PathCellObject,1149.3,402.93,0.0203,0.0059,0.1212,0.0066,0.1082,0.0107
4fdaed0a-202b-4a93-9bbd-bfd523bf3dc5,PathCellObject,1084.6,403.05,0.0202,0.0138,0.2384,0.0003,0.1005,0.0712
c43e9b33-2d2a-4648-afb8-ad0e5f6bcbfd,PathCellObject,1079.3,408.56,0.0707,0.1196,0.3364,0,0.1329,0.4042
5488b155-e245-4590-97ec-04ecf0304a43,PathCellObject,1144.8,409.16,0.0208,0.009,0.1775,0.0499,0.1825,0.0164
c7c67b8e-a0d2-44a3-8131-584c876d71bd,PathCellObject,1060.5,411.47,0.051,0.1241,0.4017,0,0.2092,0.4734
17d0fdc7-9c27-46eb-bb15-8b7e023f65c6,PathCellObject,1115,411.66,0.0137,0.0061,0.1068,0.0049,0.0718,0.0181
378d7b70-fae9-48eb-b08e-b2e8cf7363df,PathCellObject,1120.8,414.26,0.0178,0.0061,0.0935,0.0095,0.1172,0.0168
e1dd9f4a-b1b0-4571-807d-705c141d614a,PathCellObject,1138.3,416.86,0.0262,0.01,0.1118,0.1276,0.1763,0.0247
a5445591-c7f7-4d41-b9ac-dd61c432d0f1,PathCellObject,1074.4,416.51,0.0465,0.4842,0.0791,0.0009,0.0551,0.4521
6193ad67-a17a-4d34-82b5-9bc64872a024,PathCellObject,1156.6,417.78,0.0094,0.0043,0.0949,0.0002,0.0745,0.009
bb0cdfd0-7df6-4c20-aafe-423b0c0631f7,PathCellObject,1122.8,422.95,0.017,0.0094,0.1564,0.0185,0.1121,0.0138
1d2e6542-61a9-48db-a18c-547e72622fc1,PathCellObject,1141.7,424.03,0.0148,0.0091,0.2324,0.0148,0.1618,0.0097
3c11b3f1-2ebf-4da6-96a5-0eb39bf24d44,PathCellObject,1134.8,429.41,0.0186,0.0082,0.1134,0.0519,0.1673,0.0129
5d778619-0234-4782-8f83-db2bf39a370a,PathCellObject,1128.6,426.33,0.0248,0.0115,0.2735,0.0555,0.2195,0.0179
8064b4b8-250c-48ef-9935-6c06e0d456f9,PathCellObject,1128.3,439.24,0.0136,0.0092,0.2654,0.0058,0.0931,0.0258
9691d37f-bc9a-4d79-8c9c-1b1a1eb8aceb,PathCellObject,1123.5,446.25,0.0094,0.0052,0.3233,0.0026,0.053,0.0192
be1a2e17-e9b5-4fc4-9365-964a76959fe8,PathCellObject,1142.2,447.57,0.0499,0.0094,0.6762,0.0002,0.1952,0.0268
5515a928-0960-4568-8ee3-01178d82ec9c,PathCellObject,1133.1,457.25,0.0099,0.0044,0.161,0.0006,0.0534,0.0208
536bde7c-1424-4461-a1e1-f12eddcf2f5d,PathCellObject,1120.7,459.41,0.0144,0.0154,0.2279,0.0503,0.0912,0.0595
eae7f085-b393-4ff5-b29b-b3e307274ccd,PathCellObject,1139.3,460.87,0.0188,0.0152,0.3307,0.0065,0.0864,0.0674
e58a63db-0770-41a9-9e7a-6b215cc33c1f,PathCellObject,1146.5,461.24,0.0081,0.0041,0.3445,0.0003,0.0512,0.0117
5d8e4f7a-cc48-464c-b1f7-1a0aff247d41,PathCellObject,1153.8,466.02,0.013,0.006,0.2882,0.0241,0.0946,0.0147
f1969832-7851-4193-af52-ef039d4d8a4d,PathCellObject,1144.9,473.96,0.0169,0.0117,0.5223,0.0016,0.0839,0.0606
a0a5a5b5-5a85-4673-8ee2-1df75832cc23,PathCellObject,1158.9,472.95,0.0089,0.0046,0.4941,0.0062,0.067,0.0101
7713b4d5-43c5-4a1f-843b-bad6152915a5,PathCellObject,1164.7,485.35,0.0549,0.0448,0.1483,0,0.0964,0.1373
e502fcd0-6146-4f29-b51d-831b6a1ce9c6,PathCellObject,1144.3,489.4,0.0401,0.0496,0.0835,0.0019,0.1198,0.2382
5bc570df-1581-4b7c-93c7-c73ba4558d2c,PathCellObject,1155.1,494.08,0.0541,0.0877,0.293,0,0.1296,0.2836
c83ef273-798a-4f6b-b8cd-0c68810c4971,PathCellObject,1165.2,534.18,0.0067,0.0061,0.1961,0.0096,0.0537,0.005
